,id,text,date,index,author,im_url,platform,sampleSource,label,Comments
1765,39293,@peterstor @Vera_Bergkamp @thierrybaudet Die moet ook geëlimineerd worden,2022-05-17,25483240,hanenkop,,Twitter,random,Doodsbedreiging,
1766,39294,.  👉🏼 DEZE 👈🏼 KANALEN EN GROEPEN STEUNEN DE VOLKSSTEMMING AL.  📣 Helpt u ook mee met delen op alle social media? 💝  KANAAL TELEGRAM De Volksstemming  KANAAL TIKTOK De Volksstemming  ℹ️ Allestoringen.nl is onderdeel van Downdetector die miljoenen meldingen per dag kunnen ontvangen 😉,2022-02-15,5998837,1501498903,,Telegram,random,Niets,
1767,39295,Gebeurd in geen 1 Europees land op zulk grote schaal! Nederland het land van idioten maar wel heeeellll gaaaffff volgens @VVD RUTTE! Deze vent leeft in zn eigen bubbel&amp;niet dicht bij het volk!en alle problemen!https://t.co/Ugcn3JyATg,2022-05-02,24243135,xFL181960,,Twitter,random,Niets,
1768,39296,"anders en andersdenkenden?  ✔️ Duldt geen politieke oppositie en andersdenkers?  ✔️ Duldt geen demonstraties tegen zijn beleid? ✔️ Wordt algemeen veracht, zowel door het volk als andere politici? ✔️ Maar blijft op de een of andere manier toch aan de macht? ✔️ Liegt tegen de kiezers?  ✔️ Vindt het parlement eigenlijk overbodig?  ✔️ Liegt tegen de volksvertege",2021-12-22,4899410,1510385090,,Telegram,random,Niets,
1769,39297,@revako11 @Visje22652082 @carolaschouten @gertjansegers Dat ontkent Segers helemaal niet. Hij zegt dat ze niet bij WEF bijeenkomsten is geweest.,2021-12-29,17059841,henkrentingruaf,,Twitter,keywords,Niets,
1770,39298,"@PaperhandsPeter @fartsofthemind @JeanSober @thierrybaudet Dat heb ik vaker gehoord van anti-vaxers, dat dat speelt binnen familie en kennissenkringen. Ik heb het meer over ervaringen op de basisschool en laatst bij afzwemmen van mn dochter. De agressie die bijv vrijkomt omdat iemand een mondkapje moet dragen🙈 met kinderen erbij..",2021-12-21,16704982,lassooij,,Twitter,random,Niets,
1771,39299,"Is onderstaand bericht een gok of is het gelekt? Een feit is en blijft het dat dit de angst is van vele """"""""""""""""wappies"""""""""""""""". En op deze manier zou het best wel eens kunnen gaan. Dit draait niet om een dodelijk virus of een pandemie. Dit draait on een totalitair onderdrukking systeem. Wat veel verder gaat dan wat het nos journaal u verteld. Muilkorfjes helpen nie",2021-12-10,4665680,1248259562,,Telegram,random,Elite-complot#Niets,
1772,39300,.me/hnmda_nieuws 🇳🇱 https://t.me/hnmda_all 🔔- Anders Hoor JE het Niet -🔔,2021-10-12,3354401,1493409873,,Telegram,random,Niets,
1773,39301,"@RoelfPauw Heb je de podcast van @mariannezw al geluisterd? Daar wordt je nog veel bozer van. @TjeerdD66 speelt slachtoffer, maar ondertussen 🤮",2022-06-23,27718042,Hettyklan,,Twitter,random,Niets,
1774,39302,eid-natuur/energieboswachters-gaan-de-natuur-meer-kans-geven-in-zonne-en-windparken~b360f78ad/                                                                                                                                                   https://t.me/jolandavlaskamp,2022-08-16,8860555,1260012013,,Telegram,random,Niets,
1775,39303,Ach mevrouwtje Bromet is een beetje boos op een paar boeren die een stukje (800m2) onkruid gefreesd (onteigend) hebben en er bloemenmengsel in hebben gezaaid als statement! MAAR HELEMAAL EENS MEVROUW BROMET!  WAT NIET VAN JOU IS DAAR BLIJF JE VANAF!  BEDANKT VOOR DE MEDEWERKING MELDT HET EVEN IN DE KAMER AUB!,2022-07-08,8270068,1054184671,,Telegram,random,Niets,
1776,39304,we tekort en reden voor lockdown hebben – Blokkeert goedkope en direct beschikbare medicijnen zodat we reden voor lockdown hebben – WHO (Tedros en Bill Gates) krijgt alle macht zodat we in lockdown op vaccin moeten wachten – Stort geld naar NPO en kranten zodat hij een grote held blijft – 5G uitrol  Komt nog:  – Eurobonds komen alsnog via de achterdeur – Ma,2021-03-07,579435,1317037735,,Telegram,keywords,Elite-complot#Niets,
1777,39305,Ik zou zeggen: kom allemaal zondag naar museumplein in Amsterdam van 14:00 tot 16:00 Thema nooit meer kabinet Rutte,2021-01-13,83696,1024863385,,Telegram,random,Niets,
1778,39306,"p een flagrante  leugen Doordat hij het zich “ verkeerd” heeft herrinnerd.... dat is net zoveel als zeggen . Lopen jullie toch allemaal naar de klootte ik lieg, wanneer ik liegen wil, jullie maken mij toch niets.....!!!!!  Dan is er een Kaag, een duivelinnetje gesprongen uit een doosje, opgeleid om het stokje over te nemen, welbespraakt, getraind, en geen ge",2021-12-15,4755262,1312270645,,Telegram,keywords,Demoniserend,
1779,39307,@ajboekestijn Steun neemt af op moment dat we het zelf merken in onze portemonnee. Principieel onjuist maar zeer begrijpelijk. Tijd voor kabinet om nu koopkracht op peil te houden. Zeker voor mensen die het moeilijk hebben. @SPnl,2022-09-27,34692717,HarryKeizer,,Twitter,random,Niets,
1780,39308,Mis ons #verkiezingsdebat op 5 maart niet en kom zo meer te weten over de standpunten en visies van de verschillende partijen op het gebied van #handel en #logistiek. Met @groenlinks @cdavandaag @SPnl @VoltNederland @VVD @D66 https://t.co/9zoTKc6kKt,2021-03-01,2794623,ellenatimmer,,Twitter,random,Niets,
1781,39309,"@louisdewjnter @BNR @hugodejonge @2eKamertweets Zeker niet. Alleen leef ik niet in de illusie dat het er door een #avondklok 699 of minder worden.  De discussie is niet of #coronamaatregelen nodig zijn, maar welke effectief en proportioneel zijn. Zo een vliegbeperking vind ik bijvoorbeeld prima, had eerder gekund.",2021-01-20,757409,OortjesE,,Twitter,random,Niets,
1782,39310,"""""""""""""""""If you think about it; throw the history books in your quick burner; turn off the television and do some real digging, it's not surprising that Europe and America support such parties. After all, Europe is bursting with ex-Nazis. They are simply in our royal houses. Europe itself is based on Nazi roots and was even presided over for the first few years b",2022-03-05,6350982,866652648,,Telegram,random,Dehumaniserend,
1783,39311,"ppen, niet openbaar. Dat stuit wetenschappers tegen de borst. Wetenschappelijke cijfers moeten te controleren zijn. """"""""""""""""Het RIVM moet eens beginnen met die modellen te openbaren!"""""""""""""""" aldus Keijzer.  Over onze grondwet zegt Keijzer: """"""""""""""""De grondwet is datgene wat burgers hoort te beschermen tegen een machtige overheid. Dat is fundamenteel. Misschien heb je nu",2022-02-18,6064319,1318721393,,Telegram,random,Niets,
1784,39312,"wust neergezette onderdrukkingsysteem val uit elkaar. Het is gedaan. Zij proberen stuiptrekking achtig zich terugtetrekken. Wij zien het nu al in Nederland. Het zooitje wat ons is gaan vast zetten is massaal afgetreden en nu wordt een geheel nieuwe regering geinstalleerd die aan het geheel veel minder schuldig is, maar wel de  klappen moet opvangen. Kijk naa",2022-02-12,5949563,1417386448,,Telegram,random,Niets,
1785,39313,@AviationYes @NOS @D66 ik had graag  een “HIER SCHEIDEN ONZE WEGEN “GEHOORD”maar zit er wel niet in he?,2022-05-16,25445271,KagerzoomDe,,Twitter,random,Niets,
1786,39314,Aan de haatzaaiende en opruiende teksten op de twitterpagina van deze draak zie je pas echt wie de #landverrader is. Baudet is het niet in ieder geval. #LoveNotHate #blokkendoos https://t.co/HtOc8biTOP,2022-03-12,21882274,sjaanie123,,Twitter,keywords,Niets,
1787,39315,@SParadijs Een verwaarloosbaar percentage van de boeren die je toch niet in de hand hebt gaat over de schreef. Einstein Paradijs: Van der Plas moet voor de 92e keer deze week oproepen dat de protesten vreedzaam moeten blijven.,2022-06-29,28239025,TheTanguy,,Twitter,random,Niets,
1788,39316,"Waarom geloven de verkondigers zelf de boodschap niet ?  Zoals laatst rutte in een interview (moest) bekennen dat hijzelf niet gevaccineerd is en zelfs nog niet eens getest is geweest, zijn er meerdere zogenaamde kopstukken in de Corona ¨crisis¨ die zelf wel het woord verkondigen maar daarentegen de rol van valse profeet spelen. Please enable JavaScript Link",2021-03-18,685555,1365920681,,Telegram,random,Niets,
1789,39317,"veroorzaken....  Wat kan ik meer zeggen. Ga eens na hoe zij de boel gaan belazeren met fake cijfers en uitslagen, met fake prognoses a la Corona, waar zij U mee hebben gehersenspoeld. Laat een andere wind waaien. Het nederlandse volk heeft behoefte aan een frisse wind en frisse neus.... GTB.",2022-03-15,6520991,1352686394,,Telegram,random,Niets,
1790,39318,"Kan iemand me helpen..ik ben op zoek naar het verhaal van een mevrouw, en ik dacht dat haar naam Blankenberg of iets was. ZIj verteld in dat intervieuw over het misbruik wat haar aangedaan is, waarbij de koninklijke familie aanwezig was en noemde ook namen als Hirsch-Ballin en WIlders",2022-09-01,9084122,2128681417,,Telegram,random,Elite-complot#Niets,
1791,39319,"Terwijl de links populistische partijen en media @thierrybaudet de maat nemen, als hij wijst naar @JoeBiden en @NATO als medeschuldigen, doet @PVDA Belgische zusterpartij @pvdabelgie @belgiumbe hetzelfde, maar daar praat de partijdige linkse kerk niet over https://t.co/OGFRD0qGmF",2022-04-10,23298072,opagaatlos,,Twitter,random,Niets,
1792,39320,Of je nu Hugo (vaccinatie) de Jong geloofd of Thierry (complot) Baudet het is nooit goed  https://indignatie.nl/of-je-nu-hugo-vaccinatie-de-jong-geloofd-of-thierry-complot-baudet-het-is-nooit-goed/,2021-10-06,3244552,1238116258,,Telegram,random,Niets,
1793,39321,Spy college. Thierry Baudet heeft gelijk.  Alweer.  bekijk:washingtonpost.com/posteverything/wp/2014/06/07/my-life-as-an-almost-spy-in-the-u-s-s-r/   @LionsNews,2022-09-21,9347720,1507167857,,Telegram,random,Niets,
1794,39322,@VOnrecht @Nelliejs501 @wiepau in elk geval een goede kanshebber,2022-02-01,19210028,TheDoc96836335,,Twitter,random,Niets,
1795,39323,"@DrogertCrypto @PieterOmtzigt @SigridKaag Pieter Omtzigt, wanneer ga jij en de rest van de kamer zich verdiepen in het WEF. Kaag en Rutte zijn daar mee bezig en niet met de Nederlandse bevolking. 2e kamer uw werk is een farce. De huidige 2e kamer heet WEF",2022-03-08,21551275,JongNicode,,Twitter,keywords,Elite-complot#Niets,
1796,39324,"/el7TYpThMLNh/  SPEAK THE TRUTH, EVEN IF YOUR VOICE IS SHAKING! https://t.me/DisclosureLibrary/21531  If You Tell The TRUTH, they will try to intimidate You, Smear You, and SILENCE You, TELL IT ANYWAY! https://www.bitchute.com/video/71edmLpMWZdt/ https://www.bitchute.com/video/rN8lUCL8igYD/",2022-09-21,9356339,,,Telegram,random,Niets,
1797,39325,icijnman Ernst Kuipers gaat met zijn volks vernietigende plannen van Klaus Schwab gestadig door om de wereld in een dictatuur te veranderen. Nu zijn kinderen aan de beurt om te worden geslachtofferd op het altaar van Kuipers. Die onvolgroeide wezens worden binnen afzienbare tijd gekweld door allerlei vreemde bijwerkingen waar geen kruid tegen gewassen is. En,2022-03-03,6310668,1231902969,,Telegram,keywords,Elite-complot#Niets,
1798,39326,"Is toch allang bekend dat als pedo mark stopt, reptilian Kaag mp word?",2022-07-13,9654255,1699612685,,Telegram,random,Demoniserend,
1799,39327,"Waar is de grens van het toelaatbare? We zien de geschiedenis zich herhalen. Alleen gebeurd het nu over de hele wereld, de opzettelijk gecreëerde chaos door het WEF en zijn Satanische Nazi sekte. De Leugenachtige politiek van landverraders over de hele wereld zien de bevolking tegen hem keren. Het uitrollen van de NWO agenda 21 – 2030 is aan het wankelen. De",2022-07-11,8326802,1510837809,,Telegram,random,Demoniserend#Elite-complot,
1800,39328,@2eKamertweets @MinPres @WBHoekstra @SigridKaag hier ook rellen dan ? https://t.co/4BfEHgaSsT,2021-07-14,9224397,Martje_1967,,Twitter,random,Niets,
1801,39329,"mbooks.com/products/thierry-baudet-coronabedrog-pre-order-nu> staat nog steeds fier overeind: vóór 2030 een persoonlijk CO2-budget, dat van iedere burger de gedragingen bijhoudt en via een ‘digitale burgerschapspas’ (een Digital ID) leidt tot een ‘track-and-trace’-maatschappij naar Chinees model.      Vergis je niet: er komen dus gewoon weer nieuwe lockdowns",2022-02-17,6039160,1289429872,,Telegram,random,Niets,
1802,39330,EN OVER Q GEHAD EN DIEPGAAND ONDERZOEK GEDAAN? WAAROM HEEFT DE FBI HAAR ONDERZOEK VAN 2017 NAAR Q BINNEN EEN MAAND STOPGEZET? ____________________________ Wat zijn dit voor spelletjes>> ALEX JONES HEEFT GISTERAVOND Q ONTSLAGEN... VOOR DE HONDERDSTE KEER... TOCH DOET FLYNN EEN INTERVIEW MET ALEX JONES EN STEUNT JONES >>>>  TOCH ZEGT ALEX JONES DAT TRUMP ZICH,2022-05-10,7369083,1231902969,,Telegram,random,Niets,
1803,39331,"dan de twaalf videos zien op het internet van een wetenschapper “ mr. Dan Burisch” ( schuilnaam) die daar een doekje over open doet. Over zijn werk in Area 51, S4 en dreamland....een super geheime basis in de desert van Nevada. Hij heeft met dat project gewerkt o.a. ook met een J- rod  ET, die in leven is gebleven na de crash bij het welbekende plaatsje Rosw",2022-01-08,5234778,,,Telegram,random,Niets,
1804,39332,"terwijl u tot in de nachtelijke uren zinloos staat te debatteren, uw kinderen thuis veilig in bed liggen. U voelt de trots dat uw kinderen misschien inmiddels een eigen leven opgebouwd hebben, misschien zelf gezegend zijn met eigen kinderen, en dat u zich daardoor opa of oma mag noemen. Dit gegeven zorgt ervoor dat u iedere dag weer de zin en kracht vindt,",2022-05-15,7466246,1245549637,,Telegram,random,Niets,
1805,39333,@peterdeklein2 @PvanHouwelingen Ik weet het. FvD is firma leugen en bedrog. Staatsgevaarlijke lieden.,2022-07-13,29456857,DirkKwakkel,,Twitter,random,Niets,
1806,39334,"@KimTikt @naritaderks @MinPres Ik ook niet. Rutte is prima in staat om dit soort bagger zelf te schrijven, en ik zou de verantwoordelijkheid dan ook lekker bij hem laten. En laten we ook het verhaaltje van ‘onkundige stagiairs, lekker om lachen’ niet blijven verspreiden, nergens voor nodig.",2021-05-14,7163215,Peerebeer24,,Twitter,random,Niets,
1807,39335,an kanker als gevolg van genetische modificaties van viraal RNA door de zogenaamde COVID-vaccinatie. Volgens het besluit van de deelnemers aan de wetenschappelijke conferentie moet de opschorting van de vaccinatie tegen COVID-19 worden overwogen.  Helaas is de mensheid op het moment gekomen dat de daad van biologisch terrorisme en massale genocide daadwerkel,2021-10-02,3183379,1589814490,,Telegram,random,Niets,
1808,39336,"@Summer73163649 @hermans_sophie Ik geniet er, van de foto dus want helaas moet het daar bij blijven, getrouwd als ze is,  elke minuut van! Dank nogmaals! 🫠",2022-06-14,27004009,SpeelPatrick,,Twitter,random,Niets,
1809,39337,JOEN   JOHN DE MOL SR.  DUS JOHN DE MOL SR HEEFT 20 MILJOEN VAN BILL GATES GEKREGEN OM FAKE NEWS MEDIA IN EUROPA TE VERSPREIDEN  DUS IEDEREEN DIE VOOR JOHN DE MOL SR WERKT HEEFT ZIJN ZIEL VERKOCHT AAN DE DUIVEL  ER ZIJN ONGEVEER 110 BEDRIJVEN IN NEDERLAND DIE GELD HEBBEN GEKREGEN VAN BILL GATES  EN DAAR KOMEN DE LEUGENS VANDAAN  MET WAT NU GAANDE IS  EN DAT,2021-06-28,1880541,1113754916,,Telegram,keywords,Demoniserend#Elite-complot,
1810,39338,"Mag ik even een minuutje stilte voor @minpres die nu op zoek moet naar iemand die t beter kan? Hé Mark, succes knul...",2021-09-17,11508946,Charlotte9999,,Twitter,random,Niets,
1811,39339,De wooncrisis is het gevolg van jarenlang falend neoliberaal beleid onder Rutte. De volkshuisvesting is verkocht aan de hoogste bieder en burgers hebben het nakijken.  Maak oplossingen voor de wooncrisis inzet van de verkiezingsstrijd.  https://t.co/Tixh0VBi1v via @De_Goede_Zaak,2021-01-14,415438,Maantijger,,Twitter,random,Niets,
1812,39340,en op onteigening.  Stelen van boereneigendommen met instemming van een stadse CDA minister.  Bizar. Voor bewijs zie volgende twee afbeeldingen.  Graag zo veel mogelijk delen.   Kabinet hangt aan zijden draadje,2022-08-16,8862625,1316064890,,Telegram,random,Niets,
1813,39341,"rouwbaar zijn (hetgeen praktisch boven alle twijfel verheven is), dan wordt een internationale anti-terreuroperatie noodzakelijk en verplicht.  Weefselanalyses van de overledenen werden uitgevoerd door pathologen: Door Professor Dr. Arne Burkhardt; door Professor Dr. Walter Lang.  De verkregen gegevens bevestigen ook de conclusie van professor Dr. Peter Schi",2022-01-11,5298321,1105779825,,Telegram,random,Niets,
1814,39342,"@may_rayyyy @ViktorVerkist @FHeijblom @TimStev88598737 @fvdemocratie En wat je overslaat is: 'indien zij kennelijk nodig is teneinde ernstig nadeel voor de patiënt te voorkomen' bij een vaccinatie is daar al snel sprake van. Daarnaast, als iemand  naar de Mac wil kunnen is dat misschien wel heel erg weloverwogen.",2022-02-03,19376718,robvbussel,,Twitter,random,Niets,
1815,39343,@VVD @UlysseEllian Wanneer gaan he oogkleppen af. Kijk nu eens goed naar je baas. Hoeveel bewijs heb je wel niet nodig om tot inkeer te komen. Die plaat voor je hoofd is echt dik.,2022-08-15,31123411,Ongelofelijk70,,Twitter,random,Niets,
1816,39344,Arib vindt onderzoek een ‘poppenkast’  https://indignatie.nl/arib-vindt-onderzoek-een-poppenkast/,2022-09-29,9470690,1238116258,,Telegram,random,Niets,
1817,39345,"DE BILDERBERG GROEP WERD IN 1954 OPGERICHT  De eerste conferentie was in Hotel De Bilderberg in Oosterbeek van 29 tot 31 mei 1954.  Deelnemers zijn invloedrijke figuren uit de Westerse wereld, voornamelijk uit het bedrijfsleven, politiek, wetenschap, media en de financiële wereld. Er wordt vergaderd volgens de Chatham House Rule.   Toen minister Joseph Luns",2021-12-07,4599868,1433170216,,Telegram,random,Niets,
1818,39346,"@MinPres Ik ben bij je:))mijn lieve Mark:)een kus *Je bent een geweldige Minister-President *Ga je gang met alles, je hebt een heel goed oordeel. Ik steun je in alles :) (Je bent erg aanyrekkelijk:) Dat de ontmoeting heel goed afloopt. Jij vastberanden, kalm, zeker. Een dikke kus https://t.co/Y34LqaDCQt",2022-06-23,27663096,Luz_Color_PMA,"https://pbs.twimg.com/media/FV85LIOXwAEv1c7.jpg,https://pbs.twimg.com/media/FV85LTNWIAIxwUR.jpg,https://pbs.twimg.com/media/FV85LiRXkAMKOc-.jpg,https://pbs.twimg.com/media/FV85LryXEAAzM6J.jpg",Twitter,random,Niets,
1819,39347,HNMDA_ART 🇳🇱 @HNMDA_ALL ⚙️ #web ✌🏾 www.hetnieuwsmaardananders.nl 🦻🏾,2022-02-14,5973278,1493409873,,Telegram,random,Niets,
1820,39348,m er toch!  Geen euro kwam er toch zo kan je uren duur gaan!  Eigen volk word kapot gemaakt en bewust zijn geen complotten en of fabels!   De mensheid heeft heel weinig geleerd van Wo1 En Wo2!  Alleen de laaste 3 jaar als je dat alleen al ziet dan kan je maar een ding roepen verstand en of hersens hebben mensen die nog?  Of laten we het zo door modderen en w,2022-06-06,7770479,1794708144,,Telegram,random,Niets,
1821,39349,"@Tom_van_Zundert @RenskeLeijten Je kunt niet stellen dat het met name commerciële huur betreft, dat blijkt niet uit de beleidsnota van het ministerie (https://t.co/oHoazRTukL), daar spreekt men over 580.000 huurwoningen.",2022-09-07,32872499,sjoere,,Twitter,random,Niets,
1822,39350,"of weer voorzitter wil worden van een club die sex met kinderen van 12 jaar goedkeurd en voor staat.  Dat mag hij zelf weten.... EEN VRIJ MENS..... Maar Nederland mag ook weten of wij die RUTTE naar zijn moer sturen, of naar de hell, want het Walhalla zal het zeker niet worden. Dat is spijtig, zoals de Belg zegt.... Heel spijtig, maar wel zeker en vast.... I",2022-09-08,9172781,921448935,,Telegram,keywords,Dehumaniserend,
1823,39351,@PieterOmtzigt Hier stopt de helft van het treinverkeer bij -1 en een briesje haha.,2021-12-29,17033494,nofeels_melle,,Twitter,random,Niets,
1824,39352,"@PieterOmtzigt Psssst, vast wel een keer -op een verjaardag of zo- gehoord van WEF of ene Klaus. Het kabinet bestaat grotendeels uit Schwabinisten. Doel Great Reset. Stop dus maar met afleiden. Meen je het echt, stuur dan het schwabinet weg en bouw NL op zonder psychopaten aan het roer.",2022-08-13,31042916,TonBvHvdB,,Twitter,keywords,Elite-complot#Niets,
1825,39353,John de Mol zal er ook niet vies van zijn... Britt Dekker en haar paard,2022-01-18,5460220,1768429439,,Telegram,random,Niets,
1826,39354,en.....!!!!!!!! EN DAT geldt VOOR DE HELE WERELD. VOOR EEN VERSLAG VERWIJS IK U NAAR ONDERSTAAND ARTIKEL:  https://bestnewshere.com/breaking-news-the-supreme-court-in-the-us-has-ruled-that-the-covid-pathogen-is-not-a-vaccine-is-unsafe-and-must-be-avoided-at-all-costs-supreme-court-has-canceled-universal-vax/  Dat is goed nieuws voor de antivaxxers en slecht,2021-11-05,3900207,921448935,,Telegram,keywords,Niets,
1827,39355,"je. Nazi Vrouwtje Merkel, Queen Elizabetje, Johnson boy, Bidencloon, de voltallige regering van Japan, ook Schwab aanbidders, de een na de ander valt om . En Macron is ook al aan het omvallen.  Je hebt de Groningers in de kou laten staan en 1675 kinderen onterecht weggenomen..... Je hebt de balastingsschroef aangedraaid en aangedraaid totdat ie dool geworden",2022-08-11,8800016,1520528779,,Telegram,random,Dehumaniserend#Elite-complot,
1828,39356,"@2_Strong_ @geertwilderspvv Kristel, lees je tekst eens goed?!",2022-01-29,19017959,henkiebb,,Twitter,random,Niets,
1829,39357,"@chantalcoolsma @VoltNederland Klopt, heb je gelijk in, maar de boskap in Latijns Amerika, Noord Amerika en delen van Europa zorgt voor een groter probleem. 🔥🌍  Terwijl als je met kern energie een goed plan uitwerkt qua onderzoek vernieting afval, kan het al wel tussentijds opgeslagen worden in bunkers.",2021-02-15,1922989,DutchMeikuh,,Twitter,random,Niets,
1830,39358,"h, johnson en johnson alle vier hebben zij dezelfde shit in deze spuiten gedaan. ALLE OVERHEDEN SCHREEUWEN ; DIE SPUITEN ZIJN VEILIG.!!!!! Welnu, dat is een flagrante leugen.  Waarom schreeuwen deze overheden dat in koor.? Wel, zij staan onder controle van een particuliere organisatie, de WEF, die op zijn beurt weer staat onder de particuliere organisatie va",2022-08-02,8674190,1507021554,,Telegram,keywords,Elite-complot#Niets,
1831,39359,"Plezierig gesprek olv Jeroen. Eindelijk tijd voor de inhoud. Ploumen heeft hier overigens gelijk. Eigen risico en eigen bijdrage moet echt van tafel. Kaag wil beiden in stand houden. Zorgkosten zitten in het stelsel, het bureaucratisch systeem is de grote slokop. #op1",2021-03-08,3206454,maartenbakkerch,,Twitter,random,Niets,
1832,39360,"asgeboren kind. Zonder die aangifte is er geen controle mogelijk. Deze overheid past dus genadeloos dwang toe. Zodoende worden we ingezetene en beheersbaar gemaakt. Vanaf dat ene moment van dwang, kan alles daarna worden afgedwongen, want je hebt het immers al toegestaan. Er wordt je nooit vertelt wat de consequenties zijn van die aangifte. De voordelen word",2022-09-27,9440331,1532318890,,Telegram,random,Niets,
1833,39361,"Bilderberg 2022 - Rutte, Hoekstra en de Koning: wat hebben ze besproken?  https://t.co/YCPxthNB9H",2022-06-15,27092310,PallaKoela,,Twitter,random,Niets,
1834,39362,"@TheAllSeeing4 @MinPres @SigridKaag @KajsaOllongren @swsjoerdsma 😂😂😂 we kunnen zonder Russisch gas en #tribunalen komen er zeker, voor #Poetinpijpers en #RoebelHoertjes uiteraard. De koepel in Breda is open, daar zitten nu vluchtelingen uit Oekraïne 😊",2022-04-27,24058667,Marcel_Meijvis,,Twitter,random,(Gewelds)bedreiging,
1835,39363,WWG1WGA TOTAAL 🇳🇱🇺🇲🇷🇺 Nieuws van de Q en Z forces https://t.me/WWG1WGATOTAAL  Goeiemorgen allemaal even snel jullie bijpraten  De dominostenen beginnen te vallen als er een om is gaan er meer Het begon bij Boris bojo Johnson vlak daarna de primier van Sri Lanka toen Abe van Japan en de primier van Litouwen dat DS takkenwijf waarvan geezegd is dat ze zus is v,2022-07-12,8340797,1474236482,,Telegram,keywords,Niets,
1836,39364,@1975Kayserili @geertwilderspvv En dan nog zo'n wahhabi ook,2021-03-22,4503680,YaYaYaYasmine,,Twitter,random,Niets,
1837,39365,@PvanHouwelingen Maar onze rechters zijn in dienst van de globalisten.,2021-10-07,12684733,FVDgeluid,,Twitter,random,Elite-complot#Niets,
1838,39366,"van een kwartje, kuipers zegt dan “ja dat is zo,” Vraag aan Kuipers. “ heb je wel eens een kwartje gezien? “ Antwoord K. “ nee, ik niet” Vraag aan K “ Ken je een gerechtshof  waar men  een kwartje heeft laten zien?” Antw. K.  “ neen , dat is nog nooit gebeurd”. Vraag aan K, “hoe kan er een variant ontstaan van iets wat niet bestaat?” Antw.K.  Stilte.... mond",2022-05-19,7519744,5043723219,,Telegram,random,Niets,
1839,39367,"Deze arrogante Kartel Liberaal en Klimaat paus is een gevaar voor de democratie en het milieu! Zijn klimaatclub is een gevaar voor het voortbestaan van ons land en gezondheid! Houd deze klimaatcriminelen in de gaten,hij is onbetrouwbaar !!https://t.co/4YHaagFLIZ",2021-02-07,1514722,hetgericht,,Twitter,random,Niets,
1840,39368,"@ziendangeloven @woukevscherrenb En Bill Gates, schwab. Mark Rutte. 😆😆En Julia liep ook hooibalen in de fik te steken",2022-07-28,30179768,Hatseflats31,,Twitter,keywords,Niets,
1841,39369,"@lientje1967 Dit demissionair kabinet handeld totaal niet meer in het belang van het volk, ze zijn bezig met een plan die ze maar niet willen bevestigen, het enige wat alle landen zeiden in december is """"""""Build Back Better"""""""" van het WEF dan is het een kleine stap naar de great reset van het WEF",2021-11-23,15151645,rickpoolstra,,Twitter,keywords,Elite-complot#Niets,
1842,39370,Mensen beseffen niet wat er gebeurt volgens mij! Met licht en liefde roepen kom je er niet dit word erger dan wo1 en wo2 samen als.mensen niet opstaan! Ze vermoorden mensen bewust! Zowel met de Vax Als de maatregelen! Word toch eens echt wakker! Ook Trump en fvd redden je niet! Baudet riep zelf in de kamer wij kunnen ook niets!  Duidelijk lijkt me dit win je,2021-11-24,4326188,1900088081,,Telegram,random,Niets,
1843,39371,@swsjoerdsma Fascist Sjoerdsma maakt FvD  uit voor (revisionistische) fascisten. https://t.co/Cn7dFzzmcS,2022-09-12,33271589,FrankHerbert,,Twitter,keywords,Niets,
1844,39372,@Klaag_Meneer @LegitDonChi @PvanHouwelingen Miljoen en miljoenen zit een redelijk verschil in. Als we voor een kleine groep pronouns moeten gaan laten weten aan elkaar kunnen we toch ook voor een kleine groep geen discussies meer gaan voeren met WEF?,2022-09-04,32644346,YannickMrCrypto,,Twitter,keywords,Niets,
1845,39373,‘We kunnen de komende jaren iig iedereen 2 x doen’. 🎵Prikkerdeprikkerdeprikprikprik🎶Sophie Hermans v 'Jaarlijkse vaccinatieprogramma' Hugo de Jonge Debat Coronavirus Tweede Kamer - YouTube #beurt  https://t.co/uxAwPovTlP,2021-06-18,8298241,kaapsviooltje1,,Twitter,random,Niets,
1846,39374,het plan snel door. En verzet zich met hand en tand. Poetin had het plan snel door en vecht aan de zijde van Trump. En toen was daar ineens de president van Wit-Rusland. Vers van de pers en voor de WHO klaar om met een aanbod van 90.000 miljard aan het dictatuur-lijstje toegevoegd te worden. Dat liep echter anders. Deze nieuwe president weigert aan het plan,2021-09-13,2893185,1435013857,,Telegram,random,Niets,
1847,39375,@HenryJP5 @transparant2017 @jesseklaver @groenlinks Inderdaad! Een Marokkaanse in Mechelen riep ook eens dat ze België groot hebben gemaakt! 5 jaar werken hier en 35 jaar werkloos zijn zeker!,2022-08-30,32306584,Rosalie63849014,,Twitter,random,Niets,
1848,39376,@geertwilderspvv @hugodejonge @JuisteAntwoord tussen @PartijvdDieren en @VoltNederland laat toch wel zien wat voor partij #JA21 is,2022-04-10,23284655,up2date2021,,Twitter,random,Niets,
1849,39377,@PloumenLilianne Goh. Hoe zou dat nu komen WEF ADAPT. JE ZIT ER ZELF TOT OVER JE OREN IN.🤯,2022-02-13,20021544,MassageHeelt,,Twitter,keywords,Elite-complot#Niets,
1850,39378,@elodieverweij @Jinek_RTL @MinPres Kijktip. Kots-tip bedoel je,2022-02-21,20584437,MGGSservice,,Twitter,random,Niets,
